Player,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Enrico Valentini,2.933333333333333,1.8,2.066666666666667,0.6666666666666666,0.2,1.4666666666666666,2.6666666666666665,50.0,1.2,1.1333333333333333,0.2,0.9333333333333332,0.8666666666666667,3.8,3.8666666666666663,0.0
Kevin Goden,0.8,0.6,0.6,0.2,0.0,0.4,1.4,10.0,1.0,0.8,0.2,0.6,0.8,1.6,2.2,0.0
Felix Götze,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,50.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.5,1.1666666666666667,1.1666666666666667,0.0
Miiko Albornoz,2.1875,1.4375,1.5,0.4375,0.25,1.0,1.90625,44.88125,0.90625,1.1875,0.15625,1.03125,0.65625,2.84375,1.875,0.03125
Iver Fossum,1.2857142857142858,0.8571428571428571,0.3214285714285714,0.7142857142857143,0.25,0.5,1.3928571428571428,32.85357142857143,0.8928571428571429,1.2857142857142858,0.1785714285714285,1.1071428571428572,0.7857142857142857,2.071428571428572,0.8571428571428571,0.0
Bobby Wood,0.5909090909090909,0.4090909090909091,0.0909090909090909,0.3181818181818182,0.1818181818181818,0.1818181818181818,0.3863636363636363,10.227272727272728,0.2045454545454545,0.1363636363636363,0.0,0.1363636363636363,0.1363636363636363,0.7272727272727273,0.4318181818181818,0.0
Bruma,0.5476190476190477,0.4285714285714285,0.238095238095238,0.1904761904761904,0.119047619047619,0.238095238095238,0.5476190476190477,15.873809523809523,0.3095238095238095,0.7619047619047619,0.0476190476190476,0.7142857142857143,0.3809523809523809,0.9285714285714286,0.3095238095238095,0.0
Holger Badstuber,1.5135135135135136,0.972972972972973,1.0,0.4864864864864865,0.027027027027027,0.7837837837837838,1.2702702702702702,34.37027027027027,0.4864864864864865,0.8918918918918919,0.4324324324324324,0.4594594594594595,1.351351351351351,2.864864864864865,3.5675675675675675,0.1351351351351351
Emiliano Insúa,1.8653846153846156,1.2884615384615383,1.0192307692307692,0.6538461538461539,0.1923076923076923,0.8076923076923077,1.4230769230769231,40.22500000000001,0.6153846153846154,1.1346153846153846,0.1153846153846153,1.0192307692307692,1.2884615384615383,3.1538461538461537,1.9807692307692308,0.0384615384615384
Mario Gómez,0.6440677966101694,0.4745762711864407,0.135593220338983,0.3559322033898305,0.1525423728813559,0.1016949152542373,0.4745762711864407,8.474576271186441,0.3728813559322034,0.559322033898305,0.1186440677966101,0.4406779661016949,0.1525423728813559,0.7966101694915254,1.11864406779661,0.0
Ramazan Özcan,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
Isaac Kiese Thelin,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,16.666666666666668,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0
Carlos Salcedo,1.2692307692307692,0.9615384615384616,0.7692307692307693,0.4615384615384615,0.0384615384615384,0.8846153846153846,1.3846153846153846,52.565384615384616,0.5,1.3461538461538465,0.5769230769230769,0.7692307692307693,1.1538461538461535,2.423076923076923,4.461538461538462,0.0384615384615384
Nicolai Müller,1.0434782608695652,0.4782608695652174,0.4347826086956521,0.391304347826087,0.217391304347826,0.391304347826087,1.2608695652173914,15.217391304347826,0.8695652173913043,0.6086956521739131,0.0869565217391304,0.5217391304347826,0.0434782608695652,1.0869565217391304,0.3043478260869565,0.0
Taleb Tawatha,0.8125,0.5,0.5,0.3125,0.0,0.375,0.6875,22.91875,0.3125,0.4375,0.0625,0.375,0.375,1.1875,1.1875,0.0
Marco Terrazzino,1.0,0.7297297297297297,0.4324324324324324,0.4054054054054054,0.1621621621621621,0.5945945945945946,1.2432432432432432,27.7027027027027,0.6486486486486487,0.5675675675675675,0.054054054054054,0.5135135135135135,0.3243243243243243,1.3243243243243243,0.5675675675675675,0.0
Ignacio Camacho,2.4705882352941178,1.7647058823529411,1.1176470588235294,1.2941176470588236,0.0588235294117647,0.7058823529411765,1.7647058823529411,21.176470588235293,1.0588235294117647,1.2352941176470589,0.4117647058823529,0.8235294117647058,3.4705882352941178,5.941176470588236,3.235294117647059,0.0
Oliver Sorg,2.1463414634146343,1.3658536585365857,1.2926829268292683,0.8292682926829268,0.024390243902439,1.048780487804878,2.341463414634146,38.97317073170731,1.2926829268292683,0.975609756097561,0.3902439024390244,0.5853658536585366,2.1463414634146343,4.2926829268292686,2.8780487804878048,0.0
Matthias Ostrzolek,2.2222222222222223,1.5777777777777775,1.488888888888889,0.6222222222222222,0.1111111111111111,1.288888888888889,2.0,49.9,0.7111111111111111,1.3111111111111111,0.3333333333333333,0.9777777777777776,1.2444444444444445,3.466666666666667,2.2666666666666666,0.0666666666666666
Marvin Bakalorz,1.169811320754717,0.6792452830188679,0.490566037735849,0.6037735849056604,0.0754716981132075,0.5283018867924528,1.3773584905660377,21.450943396226418,0.8490566037735849,1.2641509433962264,0.2075471698113207,1.0566037735849056,0.9056603773584906,2.0754716981132075,1.7547169811320755,0.0188679245283018
Pirmin Schwegler,2.571428571428572,1.625,0.9821428571428572,1.5,0.0892857142857142,1.3571428571428572,2.321428571428572,46.39642857142858,0.9642857142857144,0.9642857142857144,0.25,0.7142857142857143,1.6071428571428572,4.178571428571429,1.7857142857142858,0.0178571428571428
Hendrik Weydandt,0.6428571428571429,0.4285714285714285,0.25,0.2857142857142857,0.1071428571428571,0.1071428571428571,0.8571428571428571,3.867857142857143,0.75,0.5,0.1428571428571428,0.3571428571428571,0.1785714285714285,0.8214285714285714,1.5714285714285714,0.0
Robert Bauer,2.0789473684210527,1.4210526315789471,1.394736842105263,0.5789473684210527,0.1052631578947368,0.9210526315789472,1.6842105263157894,37.98421052631579,0.7631578947368421,0.7105263157894737,0.1842105263157894,0.5263157894736842,1.2894736842105263,3.3684210526315788,2.763157894736842,0.0526315789473684
Georg Margreitter,1.4444444444444444,0.8888888888888888,1.037037037037037,0.2962962962962963,0.1111111111111111,1.148148148148148,1.4074074074074074,52.65555555555556,0.2592592592592592,1.0740740740740742,0.9629629629629628,0.1111111111111111,0.9629629629629628,2.4074074074074074,5.222222222222222,0.0
Lukas Mühl,1.8387096774193548,1.096774193548387,1.5806451612903225,0.1935483870967742,0.064516129032258,1.032258064516129,1.6451612903225807,43.01290322580645,0.6129032258064516,1.7096774193548387,0.5806451612903226,1.1290322580645162,1.5483870967741935,3.3870967741935485,4.483870967741935,0.064516129032258
Tim Leibold,1.9375,1.3125,1.40625,0.5,0.03125,1.03125,2.21875,35.41875,1.1875,0.71875,0.09375,0.625,1.1875,3.125,1.78125,0.0
Törles Knöll,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.2352941176470588,0.0,0.2352941176470588,0.3529411764705882,0.0588235294117647,0.2941176470588235,0.0,0.1764705882352941,0.1176470588235294,0.0
Hanno Behrens,1.5333333333333334,0.8666666666666667,0.9666666666666668,0.5666666666666667,0.0,0.7,1.5666666666666669,44.16333333333333,0.8666666666666667,1.4333333333333331,0.4333333333333333,1.0,1.1,2.6333333333333333,1.6333333333333333,0.0
Ondřej Petrák,1.6363636363636365,1.0909090909090908,0.7727272727272727,0.8181818181818182,0.0454545454545454,0.6363636363636364,1.1363636363636365,39.39090909090908,0.5,0.8181818181818182,0.1818181818181818,0.6363636363636364,1.818181818181818,3.4545454545454546,1.0,0.0
Alexander Fuchs,1.5555555555555556,1.3333333333333333,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.5555555555555556,1.6666666666666667,26.855555555555554,1.1111111111111112,1.0,0.1111111111111111,0.8888888888888888,0.5555555555555556,2.111111111111111,1.1111111111111112,0.0
Federico Palacios Martínez,1.2352941176470589,0.5882352941176471,0.6470588235294118,0.4705882352941176,0.1176470588235294,0.5882352941176471,1.1764705882352942,32.84117647058823,0.5882352941176471,0.5882352941176471,0.0,0.5882352941176471,0.5294117647058824,1.7647058823529411,0.2352941176470588,0.0
Edgar Salli,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0
Yuya Kubo,0.9545454545454546,0.5,0.2727272727272727,0.4545454545454545,0.2272727272727272,0.5454545454545454,1.5,22.8,0.9545454545454546,0.5,0.0,0.5,0.4545454545454545,1.4090909090909092,0.2727272727272727,0.0
Mikael Ishak,0.3103448275862069,0.2068965517241379,0.1034482758620689,0.2068965517241379,0.0,0.1034482758620689,0.5517241379310345,10.344827586206897,0.4482758620689655,0.2758620689655172,0.1034482758620689,0.1724137931034483,0.1034482758620689,0.4137931034482758,0.3448275862068966,0.0
Palkó Dárdai,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
Fabian Giefer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5
Koo Ja-cheol,1.6666666666666667,1.1851851851851851,0.5185185185185185,0.9444444444444444,0.2037037037037037,0.7222222222222222,1.3703703703703705,33.7962962962963,0.6481481481481481,0.925925925925926,0.1481481481481481,0.7777777777777778,1.0,2.6666666666666665,1.0185185185185186,0.037037037037037
Caiuby,1.3829787234042554,1.0638297872340423,0.5319148936170213,0.7021276595744681,0.1489361702127659,0.425531914893617,1.127659574468085,20.21276595744681,0.7021276595744681,1.1063829787234043,0.0425531914893617,1.0638297872340423,0.425531914893617,1.8085106382978724,1.1063829787234043,0.0425531914893617
Michael Rensing,0.0625,0.03125,0.0625,0.0,0.0,0.03125,0.15625,3.125,0.125,0.03125,0.0,0.03125,0.0625,0.125,0.40625,0.0625
Arjen Robben,0.5151515151515151,0.3636363636363636,0.0303030303030303,0.303030303030303,0.1818181818181818,0.1212121212121212,0.3939393939393939,8.333333333333334,0.2727272727272727,0.4545454545454545,0.0303030303030303,0.4242424242424242,0.2121212121212121,0.7272727272727273,0.1212121212121212,0.0
Christian Clemens,0.8,0.7333333333333333,0.4,0.3333333333333333,0.0666666666666666,0.2666666666666666,0.8666666666666667,11.113333333333332,0.6,0.6,0.0666666666666666,0.5333333333333333,0.2666666666666666,1.0666666666666669,0.4666666666666667,0.0
Luca Horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Nicolas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwasi Okyere Wriedt,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jan Luca Rumpf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mamadou Doucouré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Batista-Meier,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Evans,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334,4.166666666666667,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,1.1666666666666667,0.6666666666666666,0.0
Ilay Elmkies,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kelvin Ofori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamoudou Karamoko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Ribeiro,0.5,0.0,0.5,0.0,0.0,0.0,1.5,0.0,1.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0
Toni Leistner,1.4615384615384617,0.9230769230769232,0.7692307692307693,0.6923076923076923,0.0,0.3846153846153846,1.0,23.07692307692308,0.6153846153846154,1.2307692307692308,0.5384615384615384,0.6923076923076923,2.4615384615384617,3.923076923076923,4.384615384615385,0.0
Samúel Friðjónsson,0.8,0.2,0.6,0.2,0.0,0.2,0.6,6.659999999999999,0.4,0.8,0.2,0.6,0.8,1.6,0.8,0.0
Florian Kastenmeier,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.1764705882352941,0.1764705882352941,0.0588235294117647
Pascal Köpke,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.1818181818181818,9.090909090909092,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0
Markus Schubert,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.4444444444444444
Fin Bartels,0.7,0.4666666666666667,0.2666666666666666,0.2333333333333333,0.2,0.2333333333333333,0.8333333333333334,20.0,0.6,0.2666666666666666,0.0666666666666666,0.2,0.3,1.0,0.0666666666666666,0.0333333333333333
Sarpreet Singh,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Lasse Sobiech,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0
Thomas Kraft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909
Dennis Smarsch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Felix Wiedwald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
Sebastian Langkamp,1.0425531914893618,0.6808510638297872,0.723404255319149,0.3191489361702128,0.0,0.5106382978723404,0.851063829787234,32.268085106382976,0.3404255319148936,0.7659574468085106,0.4893617021276595,0.2765957446808511,1.1063829787234043,2.148936170212766,3.5319148936170213,0.0638297872340425
Laurent Jans,1.9090909090909087,1.1363636363636365,1.3636363636363635,0.3636363636363636,0.1818181818181818,1.0,2.1818181818181817,33.17727272727273,1.181818181818182,1.1363636363636365,0.4545454545454545,0.6818181818181818,0.8636363636363636,2.772727272727273,2.227272727272727,0.0454545454545454
Niclas Thiede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Michael Parensen,1.2222222222222223,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.0,0.5555555555555556,1.1111111111111112,31.477777777777774,0.5555555555555556,1.5555555555555556,0.8888888888888888,0.6666666666666666,1.3333333333333333,2.555555555555556,1.8888888888888888,0.0
Marcel Schmelzer,1.3823529411764706,0.9705882352941176,0.8529411764705882,0.4411764705882353,0.088235294117647,0.7647058823529411,1.1764705882352942,37.25588235294118,0.4117647058823529,1.0,0.2058823529411764,0.7941176470588235,1.1764705882352942,2.5588235294117645,2.147058823529412,0.0294117647058823
Leopold Zingerle,0.1071428571428571,0.0357142857142857,0.1071428571428571,0.0,0.0,0.0714285714285714,0.1428571428571428,7.142857142857143,0.0714285714285714,0.0,0.0,0.0,0.0,0.1071428571428571,0.25,0.0714285714285714
Sebastian Schonlau,2.782608695652174,1.8695652173913044,2.1739130434782608,0.6086956521739131,0.0,1.7826086956521738,2.869565217391304,52.38260869565217,1.0869565217391304,1.565217391304348,0.6521739130434783,0.9130434782608696,1.7391304347826086,4.521739130434782,6.0,0.0434782608695652
Opoku Ampomah,0.75,0.3333333333333333,0.25,0.3333333333333333,0.1666666666666666,0.25,1.0,13.891666666666666,0.75,0.25,0.0,0.25,0.3333333333333333,1.0833333333333333,0.4166666666666667,0.0
Khiry Shelton,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Jeffrey Bruma,1.2432432432432432,0.945945945945946,0.8918918918918919,0.3513513513513513,0.0,0.6216216216216216,1.2162162162162162,35.362162162162164,0.5945945945945946,1.135135135135135,0.5945945945945946,0.5405405405405406,1.0,2.2432432432432434,4.405405405405405,0.1081081081081081
Julian Schieber,0.3571428571428571,0.2857142857142857,0.0714285714285714,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.1428571428571428,7.142857142857143,0.0714285714285714,0.1428571428571428,0.0,0.1428571428571428,0.0714285714285714,0.4285714285714285,0.3571428571428571,0.0
Luc Ihorst,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Marlon Ritter,0.6363636363636364,0.4545454545454545,0.4545454545454545,0.1818181818181818,0.0,0.3636363636363636,0.8181818181818182,22.727272727272727,0.4545454545454545,0.6363636363636364,0.0,0.6363636363636364,0.7272727272727273,1.3636363636363635,0.2727272727272727,0.0
Ken Reichel,0.8571428571428571,0.4285714285714285,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.4285714285714285,1.8571428571428568,11.9,1.4285714285714286,1.1428571428571428,0.1428571428571428,1.0,1.2857142857142858,2.142857142857143,1.7142857142857142,0.0
Matthias Bader,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alexandru Maxim,0.7551020408163265,0.4897959183673469,0.2653061224489796,0.3877551020408163,0.1020408163265306,0.3673469387755102,0.8979591836734694,20.844897959183672,0.5306122448979592,0.6530612244897959,0.0408163265306122,0.6122448979591837,0.2448979591836734,1.0,0.2244897959183673,0.0
Benjamin Goller,0.8,0.3,0.3,0.4,0.1,0.3,1.0,7.859999999999999,0.7,0.3,0.0,0.3,0.1,0.9,0.1,0.0
Marcel Risse,1.0909090909090908,0.7272727272727273,0.9090909090909092,0.1818181818181818,0.0,0.5454545454545454,0.9090909090909092,30.68636363636364,0.3636363636363636,1.0,0.1363636363636363,0.8636363636363636,0.3181818181818182,1.4090909090909092,0.5,0.0909090909090909
Marcel Tisserand,1.2195121951219512,0.7073170731707317,0.8048780487804879,0.3414634146341463,0.073170731707317,0.5853658536585366,0.951219512195122,37.80487804878049,0.3658536585365853,1.048780487804878,0.5365853658536586,0.5121951219512195,2.024390243902439,3.2439024390243905,3.4390243902439024,0.073170731707317
Robin Bormuth,0.6923076923076923,0.3846153846153846,0.6923076923076923,0.0,0.0,0.5384615384615384,1.0,30.76923076923077,0.4615384615384615,0.9230769230769232,0.6923076923076923,0.2307692307692307,0.7692307692307693,1.4615384615384617,4.6923076923076925,0.0769230769230769
Jean Zimmer,0.8,0.4857142857142857,0.4571428571428571,0.2857142857142857,0.0571428571428571,0.3142857142857143,0.7428571428571429,17.665714285714284,0.4285714285714285,0.4571428571428571,0.0857142857142857,0.3714285714285714,0.4,1.2,0.9142857142857144,0.0285714285714285
Michael Lang,0.8461538461538461,0.5384615384615384,0.3846153846153846,0.4230769230769231,0.0384615384615384,0.4615384615384615,1.0769230769230769,20.83076923076923,0.6153846153846154,0.7307692307692307,0.1538461538461538,0.5769230769230769,0.8846153846153846,1.7307692307692308,2.4615384615384617,0.0384615384615384
Manuel Schmiedebach,0.8181818181818182,0.5454545454545454,0.4545454545454545,0.2727272727272727,0.0909090909090909,0.4545454545454545,1.4545454545454546,21.20909090909091,1.0,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.7272727272727273,1.5454545454545454,0.8181818181818182,0.0
Felix Kroos,1.1333333333333333,0.6,0.6,0.4,0.1333333333333333,0.5333333333333333,1.0,24.666666666666668,0.4666666666666667,0.4,0.2,0.2,0.2,1.3333333333333333,0.8666666666666667,0.0666666666666666
Salomon Kalou,0.6212121212121212,0.3484848484848485,0.2727272727272727,0.2424242424242424,0.106060606060606,0.2272727272727272,0.6515151515151515,12.87878787878788,0.4242424242424242,0.9393939393939394,0.0303030303030303,0.9090909090909092,0.2424242424242424,0.8636363636363636,0.8333333333333334,0.0
Jonathan de Guzmán,0.9807692307692308,0.7884615384615384,0.3653846153846153,0.5576923076923077,0.0576923076923076,0.3846153846153846,0.9807692307692308,21.47307692307692,0.5961538461538461,0.6346153846153846,0.0384615384615384,0.5961538461538461,0.4807692307692308,1.4615384615384617,0.5384615384615384,0.0
Dejan Joveljić,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0
Philipp Max,1.5106382978723405,1.0638297872340423,0.7978723404255319,0.5319148936170213,0.1808510638297872,0.7978723404255319,1.5212765957446808,39.00744680851064,0.723404255319149,0.6595744680851063,0.1595744680851064,0.5,0.8617021276595744,2.372340425531915,1.7127659574468086,0.0212765957446808
Martin Harnik,0.58,0.34,0.16,0.26,0.16,0.16,0.8,14.0,0.64,0.58,0.04,0.54,0.22,0.8,0.72,0.0
Adam Bodzek,1.7551020408163265,1.0816326530612246,0.979591836734694,0.7346938775510204,0.0408163265306122,0.6326530612244898,1.816326530612245,26.86938775510204,1.183673469387755,1.0,0.3469387755102041,0.6530612244897959,1.0408163265306123,2.795918367346939,1.5918367346938775,0.0
Bernard Tekpetey,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.0,0.0
Babacar Guèye,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0
Suleiman Abdullahi,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0
Gelson Fernandes,2.793103448275862,1.9310344827586208,1.2241379310344829,1.4482758620689655,0.1206896551724138,0.913793103448276,2.2586206896551726,31.917241379310347,1.3448275862068966,1.362068965517241,0.2586206896551724,1.103448275862069,1.4655172413793105,4.258620689655173,0.7931034482758621,0.0344827586206896
Fabian Reese,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,11.11111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0
Guido Burgstaller,0.4155844155844156,0.2727272727272727,0.0259740259740259,0.2597402597402597,0.1298701298701298,0.1428571428571428,0.4805194805194805,8.874025974025974,0.3376623376623376,0.5844155844155844,0.0779220779220779,0.5064935064935064,0.2077922077922078,0.6233766233766234,0.3766233766233766,0.0
Fabian Johnson,1.0,0.5294117647058824,0.3235294117647059,0.5,0.1764705882352941,0.4117647058823529,0.5588235294117647,30.88235294117647,0.1470588235294117,0.6470588235294118,0.1764705882352941,0.4705882352941176,0.4117647058823529,1.411764705882353,0.9411764705882352,0.0
Raffael,1.0,0.75,0.2916666666666667,0.5625,0.1458333333333333,0.3958333333333333,0.9375,22.985416666666666,0.5416666666666666,0.5208333333333334,0.0,0.5208333333333334,0.1875,1.1875,0.0416666666666666,0.0
Matthias Zimmermann,2.2816901408450705,1.5774647887323945,1.3661971830985915,0.7323943661971831,0.1830985915492957,1.1126760563380282,2.2253521126760565,46.95774647887324,1.1126760563380282,1.295774647887324,0.4647887323943662,0.8309859154929577,1.5633802816901408,3.845070422535212,2.1690140845070425,0.0422535211267605
André Hoffmann,1.6666666666666667,0.8571428571428571,1.0,0.6666666666666666,0.0,0.5952380952380952,1.7857142857142858,33.21666666666666,1.1904761904761905,0.9285714285714286,0.5,0.4285714285714285,1.8333333333333333,3.5,3.1904761904761907,0.0
Alfredo Morales,1.26,0.66,0.54,0.62,0.1,0.34,1.18,17.83,0.84,0.7,0.3,0.4,0.84,2.1,1.36,0.0
Lewis Baker,1.0,0.625,0.75,0.25,0.0,0.25,1.25,9.375,1.0,0.625,0.25,0.375,0.25,1.25,0.625,0.0
